# submitted_id	current_id	converted_id	current_symbol
rl[4]	FBal0014590	FBgn0003256	rl
Tl[1]	FBal0016826	FBgn0262473	Tl
l(3)97Db[tk3]	FBal0103675	FBgn0013587	l(3)97Db
betaTub56D[YC0063]	FBal0286242	FBgn0003887	betaTub56D
tok[6]	FBal0046598	FBgn0004885	tok
mbl[chst-exC100]	FBal0241501	FBgn0265487	mbl
slug[3]	FBal0101149	FBgn0028564	slug
CG32206[c01093]	FBal0161687	FBgn0052206	CG32206
ss[aSp]	FBal0016121	FBgn0003513	ss
l(3)87Df[2]	FBal0010488	FBgn0002354	l(3)87Df
tsu[7]	FBal0127857	FBgn0033378	tsu
krz[L8]	FBal0118175	FBgn0040206	krz
noi[D]	FBal0088760	FBgn0014366	noi
l(1)te[1]	FBal0007812	FBgn0001821	l(1)te
l(3)95EFd[4182]	FBal0150372	FBgn0067352	l(3)95EFd
Gli[EY11600]	FBal0160422	FBgn0001987	Gli
nSyb[DeltaF82C]	FBal0088779	FBgn0013342	nSyb
CG34140[EY08642]	FBal0190444	FBgn0083976	CG34140
CG1116[CB03511]	FBal0211838	FBgn0037297	CG1116
l(2)k08601[k08601]	FBal0057092	FBgn0019695	l(2)k08601
Pkn[06736]	FBal0008115	FBgn0020621	Pkn
loco[A1]	FBal0096755	FBgn0020278	loco
Cg25C[A109.1F2]	FBal0055188	FBgn0000299	Cg25C
Dfun\Reduced[1]	FBal0054776	FBgn0019292	Dfun\Reduced
roX1[ex18A]	FBal0192996	FBgn0019661	roX1
dsx[PL00284]	FBal0159299	FBgn0000504	dsx
l(1)Q217[1]	FBal0007717	FBgn0011141	l(1)Q217
PI4KIIIalpha[e74]	FBal0043233	FBgn0267350	PI4KIIIalpha
l(1)devl[1]	FBal0007458	FBgn0001376	l(1)devl
CkIIbeta[GD8571]	FBal0206585	FBgn0000259	CkIIbeta
v[EO-9]	FBal0092457	FBgn0003965	v
l(3)L6241[L6241]	FBal0087019	FBgn0024562	l(3)L6241
mtd[1]	FBal0031883	FBgn0013576	mtd
l(1)HM14[1]	FBal0007599	FBgn0001744	l(1)HM14
l(3)ff17[ff17]	FBal0268026	FBgn0264530	l(3)ff17
tub[ptubDeltaC205]	FBal0035867	FBgn0003882	tub
Cp1[Wee-P118]	FBal0156766	FBgn0013770	Cp1
scra[03427]	FBal0008026	FBgn0261385	scra
l(3)64Cb[6-1]	FBal0049824	FBgn0016892	l(3)64Cb
hts[00634]	FBal0007953	FBgn0263391	hts
Psc[Arp.1]	FBal0030047	FBgn0005624	Psc
apx[1]	FBal0000691	FBgn0000110	apx
a(3)48[1]	FBal0000064	FBgn0004934	a(3)48
sgg[M33]	FBal0088658	FBgn0003371	sgg
kkv[82Fh-1]	FBal0031895	FBgn0001311	kkv
PI4KIIIalpha[63]	FBal0006926	FBgn0267350	PI4KIIIalpha
flw[XE55B]	FBal0288432	FBgn0000711	flw
l(1)3Bb[6]	FBal0006962	FBgn0001407	l(1)3Bb
l(1)1Ed[1]	FBal0006505	FBgn0001349	l(1)1Ed
l(2)SH0441[SH0441]	FBal0144019	FBgn0065782	l(2)SH0441
l(2)37Dj[7]	FBal0008902	FBgn0002046	l(2)37Dj
M6[CA06602]	FBal0211702	FBgn0037092	M6
pic[EY01408]	FBal0148088	FBgn0260962	pic
l(2)SH0842[SH0842]	FBal0143845	FBgn0065608	l(2)SH0842
sli[GA945]	FBal0123696	FBgn0264089	sli
mus305[ZIII-3135]	FBal0154880	FBgn0002902	mus305
l(3)84Eb[3]	FBal0010147	FBgn0004204	l(3)84Eb
Aats-trp[03559]	FBal0009473	FBgn0010803	Aats-trp
l(3)SG78[1]	FBal0011300	FBgn0005258	l(3)SG78
l(3)S113302[S113302]	FBal0212690	FBgn0250743	l(3)S113302
wls[7E4]	FBal0211022	FBgn0036141	wls
yrt[87Ek-4]	FBal0010540	FBgn0004049	yrt
px[e02948]	FBal0158753	FBgn0003175	px
ppl[1]	FBal0031866	FBgn0027945	ppl
ptc[tuf-2]	FBal0028492	FBgn0003892	ptc
l(2)SH0336[SH0336]	FBal0144073	FBgn0065836	l(2)SH0336
l(3)S042806b[S042806b]	FBal0129883	FBgn0060912	l(3)S042806b
msl-1[F979Z]	FBal0246502	FBgn0005617	msl-1
l(3)SH158[SH158]	FBal0143349	FBgn0065117	l(3)SH158
B[263-38]	FBal0000832	FBgn0000154	B
l(2)k02205[k02205]	FBal0064589	FBgn0022242	l(2)k02205
l(2)37Db[k16106]	FBal0064665	FBgn0002038	l(2)37Db
l(3)S094603[S094603]	FBal0099973	FBgn0028055	l(3)S094603
Cyt-b5[01857]	FBal0007986	FBgn0264294	Cyt-b5
Dmed\Dl[2]	FBal0054069	FBgn0018823	Dmed\Dl
Sh[mns]	FBal0181553	FBgn0003380	Sh
tor[4]	FBal0016912	FBgn0003733	tor
l(3)S146004[S146004]	FBal0099860	FBgn0027961	l(3)S146004
Sra-1[35.1]	FBal0152183	FBgn0038320	Sra-1
l(2)NC45[NC45]	FBal0150393	FBgn0067363	l(2)NC45
ush[TE99Z]	FBal0082102	FBgn0003963	ush
rib[P7]	FBal0129105	FBgn0003254	rib
ovo[D3]	FBal0013377	FBgn0003028	ovo
l(1)TK302[1]	FBal0043334	FBgn0005749	l(1)TK302
Dl[FE40]	FBal0002568	FBgn0000463	Dl
X-100-6[X-100-6]	FBal0155705	FBgn0069331	X-100-6
klar[1]	FBal0005769	FBgn0001316	klar
spen[k06805]	FBal0064419	FBgn0016977	spen
rl[10]	FBal0014596	FBgn0003256	rl
nrm[48]	FBal0050211	FBgn0262509	nrm
nos[DeltaTCE]	FBal0056426	FBgn0002962	nos
Arl1[1]	FBal0028993	FBgn0000115	Arl1
tRNA:Y1:22Fa[DtT]	FBal0063855	FBgn0012016	tRNA:Y1:22Fa
Top2[c05388]	FBal0181196	FBgn0003732	Top2
CG10639[LA00035]	FBal0187817	FBgn0032729	CG10639
Men-b[CB04968]	FBal0211705	FBgn0029155	Men-b
l(3)91Fe[4]	FBal0010689	FBgn0002373	l(3)91Fe
CG6347[e00490]	FBal0161163	FBgn0033874	CG6347
Ost48[GD3290]	FBal0207962	FBgn0014868	Ost48
Bt[1]	unknown ID	-	-
gig[55]	FBal0095403	FBgn0005198	gig
trol[55]	FBal0017100	FBgn0267911	trol
nab[unspecified]	FBal0049817	FBgn0259986	nab
y[Ee15]	FBal0059684	FBgn0004034	y
sli[GA178]	FBal0123698	FBgn0264089	sli
par-6[15N]	FBal0264147	FBgn0026192	par-6
dwg[1]	FBal0003223	FBgn0000520	dwg
mew[G0429]	FBal0100268	FBgn0004456	mew
l(1)Q206[1]	FBal0007707	FBgn0011132	l(1)Q206
Dek[CA06616]	FBal0211672	FBgn0026533	Dek
Gdi[J1]	FBal0156435	FBgn0004868	Gdi
vkg[k16721]	FBal0046697	FBgn0016075	vkg
Tl[r1]	FBal0016836	FBgn0262473	Tl
l(2)KC-C[EMS69]	FBal0098040	FBgn0027163	l(2)KC-C
hh[SC8]	FBal0049646	FBgn0004644	hh
Antp[11]	FBal0000552	FBgn0260642	Antp
PI4KIIIalpha[64]	FBal0006927	FBgn0267350	PI4KIIIalpha
l(2)21Ca[3]	FBal0034877	FBgn0014210	l(2)21Ca
Brca2[KO]	FBal0221548	FBgn0050169	Brca2
stwl[hs.PC]	FBal0050581	FBgn0003459	stwl
Hr46[K243X]	FBal0261086	FBgn0000448	Hr46
l(3)ry111[1]	FBal0035146	FBgn0014313	l(3)ry111
Dll[12]	FBal0001009	FBgn0000157	Dll
ptc[tuf-25]	FBal0028515	FBgn0003892	ptc
CG33958[f05138]	FBal0161249	FBgn0053958	CG33958
Src42A[r43]	FBal0103953	FBgn0264959	Src42A
CG5618[f05961]	FBal0161257	FBgn0036975	CG5618
l(3)64.63[64.63]	FBal0141068	FBgn0064169	l(3)64.63
RpII140[M16]	FBal0030118	FBgn0262955	RpII140
tlc[4]	FBal0016871	FBgn0003718	tlc
regucalcin[f06398]	FBal0158736	FBgn0030362	regucalcin
l(3)S094615b[S094615b]	FBal0129552	FBgn0060582	l(3)S094615b
Kap3[V6]	FBal0156305	FBgn0028421	Kap3
scra[GD9720]	FBal0210530	FBgn0261385	scra
foi[neo13]	FBal0032031	FBgn0024236	foi
Btd[PL59]	unknown ID	-	-
srp[PZHO8]	FBal0056094	FBgn0003507	srp
l(3)89Bf[6]	FBal0010577	FBgn0004753	l(3)89Bf
l(2)k09923[k09239]	FBal0064242	FBgn0021977	l(2)k09923
l(1)ESHS42[1]	FBal0007567	FBgn0001721	l(1)ESHS42
Gpi1[9e2-10]	FBal0034827	FBgn0086448	Gpi1
ct[MRlB1]	FBal0002063	FBgn0004198	ct
Mapmodulin[CC01398]	FBal0211704	FBgn0034282	Mapmodulin
hh[8]	FBal0005469	FBgn0004644	hh
sqz[02102]	FBal0009434	FBgn0010768	sqz
l(3)71CDc[E7]	FBal0098012	FBgn0027147	l(3)71CDc
trh[ET]	FBal0035844	FBgn0262139	trh
l(1)EN2[1]	FBal0007514	FBgn0001667	l(1)EN2
cpb[F19]	FBal0061475	FBgn0011570	cpb
hfw[6]	FBal0005459	FBgn0001189	hfw
CG32344[GD10862]	FBal0203288	FBgn0052344	CG32344
shot[2A2-4]	FBal0266751	FBgn0013733	shot
l(3)S099013[S099013]	FBal0099958	FBgn0028041	l(3)S099013
CG31650[CB05467]	FBal0211865	FBgn0031673	CG31650
Hr46[W284X]	FBal0261087	FBgn0000448	Hr46
ck[3]	FBal0001683	FBgn0000317	ck
mam[03751]	FBal0044157	FBgn0002643	mam
CG5316[PL00352]	FBal0161292	FBgn0038704	CG5316
CG5326[GD17148]	FBal0204639	FBgn0038983	CG5326
koi[HRKO84.w]	unknown ID	-	-
Rab6[D11A]	FBal0102909	FBgn0015797	Rab6
fs(1)M103[1]	FBal0004316	FBgn0000896	fs(1)M103
CG32676[PL77]	FBal0131325	FBgn0052676	CG32676
nct[E3]	FBal0129203	FBgn0039234	nct
lat[lE311]	FBal0032073	FBgn0005654	lat
lace[15]	FBal0011563	FBgn0002524	lace
in[X2]	FBal0102668	FBgn0001259	in
l(3)neo64[1]	FBal0035141	FBgn0014308	l(3)neo64
Asx[P1]	FBal0029010	FBgn0261823	Asx
l(3)69ABa[esg-5]	FBal0085801	FBgn0023430	l(3)69ABa
Acon[k07709]	FBal0064681	FBgn0010100	Acon
Cdc27[GD13986]	FBal0206538	FBgn0012058	Cdc27
l(1)Q209[1]	FBal0007709	FBgn0011134	l(1)Q209
Hml[f03374]	FBal0160327	FBgn0029167	Hml
pck[G0044]	FBal0098216	FBgn0013720	pck
l(1)20Aj[1200E7b]	FBal0082849	FBgn0023067	l(1)20Aj
alphaSnap[l65]	FBal0213066	FBgn0250791	alphaSnap
fj[2]	FBal0045636	FBgn0000658	fj
stau[1]	FBal0016164	FBgn0003520	stau
l(2)57Da[1]	FBal0009153	FBgn0002100	l(2)57Da
zfh1[14]	FBal0033224	FBgn0004606	zfh1
140up[M13]	FBal0031933	FBgn0010340	140up
Gem3[rL562]	FBal0028393	FBgn0011802	Gem3
Egfr[03033]	FBal0065257	FBgn0003731	Egfr
bi[Qd-1E6]	FBal0065888	FBgn0000179	bi
dpr16[EY04150]	FBal0159306	FBgn0037295	dpr16
DNApol-alpha60[j10B2Delta14]	FBal0120992	FBgn0259676	DNApol-alpha60
onecut[x122]	FBal0196839	FBgn0028996	onecut
Mctp[e00415]	FBal0161543	FBgn0034389	Mctp
E(z)[75]	FBal0003454	FBgn0000629	E(z)
dp[lDG82]	unknown ID	-	-
l(1)tsW5[1]	FBal0007892	FBgn0010134	l(1)tsW5
Np[23]	FBal0137422	FBgn0265011	Np
tete[TE44]	FBal0035773	FBgn0014394	tete
vg[79b4]	FBal0017943	FBgn0003975	vg
Pngl[EY05022]	FBal0160059	FBgn0033050	Pngl
l(3)S008418[S148318]	FBal0100187	FBgn0028216	l(3)S008418
CG9766[GD15227]	FBal0206356	FBgn0037229	CG9766
RpII215[76]	FBal0014733	FBgn0003277	RpII215
l(3)S060313[S001813]	FBal0100062	FBgn0028120	l(3)S060313
Abd-B[M8]	FBal0033319	FBgn0000015	Abd-B
Snoo[SH1402]	FBal0143687	FBgn0085450	Snoo
zfh1[8]	FBal0033234	FBgn0004606	zfh1
l(3)S094105b[S094105b]	FBal0129555	FBgn0060585	l(3)S094105b
ken[1]	FBal0028265	FBgn0011236	ken
Nipped-B[359.1]	FBal0098360	FBgn0026401	Nipped-B
l(2)39Aa[C738]	FBal0049777	FBgn0016868	l(2)39Aa
l(1)6Ed[3]	FBal0007094	FBgn0001427	l(1)6Ed
betaTub60D[5]	FBal0000024	FBgn0003888	betaTub60D
l(2)k06506[k06506]	FBal0064431	FBgn0022124	l(2)k06506
l(2)SH0413[SH0413]	FBal0144035	FBgn0065798	l(2)SH0413
Cyp4g1[Delta14-9]	FBal0197203	FBgn0010019	Cyp4g1
fzy[unspecified]	FBal0086586	FBgn0001086	fzy
tara[beta.Ubi-p63E]	FBal0135609	FBgn0040071	tara
svr[Poi]	FBal0016642	FBgn0004648	svr
ci[228]	FBal0045442	FBgn0004859	ci
rap[ie28]	FBal0140964	FBgn0262699	rap
l(3)S008206b[S008206b]	FBal0130077	FBgn0061105	l(3)S008206b
l(2)44Fe[6]	FBal0043558	FBgn0015470	l(2)44Fe
3R-35-29[3R-35-29]	FBal0157530	FBgn0070041	3R-35-29
sta[PL65#2]	FBal0129024	FBgn0003517	sta
CG11576[PL00021]	FBal0162551	FBgn0039882	CG11576
SmD1[SH003]	FBal0143412	FBgn0261933	SmD1
l(1)Q74[1]	FBal0007789	FBgn0011113	l(1)Q74
trol[9]	FBal0017054	FBgn0267911	trol
l(1)ts1[1]	FBal0007817	FBgn0001826	l(1)ts1
mir-278[KO]	FBal0192080	FBgn0262403	mir-278
E(rst)H42[H42]	FBal0122227	FBgn0044081	E(rst)H42
pinenut[46.2]	FBal0287874	FBgn0266470	pinenut
l(2)SH0619[SH0619]	FBal0143940	FBgn0065703	l(2)SH0619
Fer2LCH[04050]	FBal0043612	FBgn0015221	Fer2LCH
v[Ee13]	FBal0059787	FBgn0003965	v
SK[f07979]	FBal0159853	FBgn0029761	SK
CG1544[f06723]	FBal0162161	FBgn0039827	CG1544
tws[S023206]	FBal0130023	FBgn0004889	tws
sim[S103407]	FBal0082250	FBgn0004666	sim
l(1)N35[1]	FBal0193410	FBgn0016854	l(1)N35
ifm(2)RS14[1]	FBal0217361	FBgn0259830	ifm(2)RS14
Gr39a[k05106]	FBal0064514	FBgn0264556	Gr39a
mei(2)yh92[1]	FBal0099853	FBgn0027952	mei(2)yh92
CG9967[5L]	FBal0215502	FBgn0031413	CG9967
Dp[a1]	FBal0063499	FBgn0011763	Dp
Vha55[15]	FBal0010429	FBgn0005671	Vha55
for[YC0045le]	FBal0212254	FBgn0000721	for
Surf4[EY13994]	FBal0159707	FBgn0019925	Surf4
qs[4]	FBal0014148	FBgn0003186	qs
kz[10]	FBal0005853	FBgn0001330	kz
Drp1[T1]	FBal0039506	FBgn0026479	Drp1
Sec61beta[07214]	FBal0008128	FBgn0010638	Sec61beta
moa[30-15]	FBal0092610	FBgn0020271	moa
CG17683[34-13]	FBal0008971	FBgn0262115	CG17683
mib1[EY97600]	FBal0178894	FBgn0263601	mib1
l(3)neo3[1]	FBal0011027	FBgn0011447	l(3)neo3
l(2)SH0130[SH0130]	FBal0144170	FBgn0065933	l(2)SH0130
Tsf1[f05108]	FBal0159589	FBgn0022355	Tsf1
Nup160[EP372M75]	FBal0277098	FBgn0262647	Nup160
v[Ee19]	FBal0059781	FBgn0003965	v
l(2)Mass[unspecified]	FBal0062757	FBgn0020834	l(2)Mass
Cap-G[49Ff-8]	FBal0009074	FBgn0259876	Cap-G
l(1)291-53[1]	FBal0006605	FBgn0011175	l(1)291-53
ct[C145]	FBal0001952	FBgn0004198	ct
mib1[L53]	FBal0190648	FBgn0263601	mib1
l(3)R200[1]	FBal0011083	FBgn0005247	l(3)R200
l(4)A6[A6]	FBal0141062	FBgn0064163	l(4)A6
CycA[S144905]	FBal0083564	FBgn0000404	CycA
Dfun\Pph[1]	FBal0054789	FBgn0019295	Dfun\Pph
acj6[2]	FBal0095537	FBgn0000028	acj6
Sec23[EY06757]	FBal0158686	FBgn0262125	Sec23
Ten-m[CB04632]	FBal0266738	FBgn0004449	Ten-m
Rab6[D30D]	FBal0102889	FBgn0015797	Rab6
dp[olvDG61]	unknown ID	-	-
l(2)DTS4[1]	FBal0061317	FBgn0020541	l(2)DTS4
l(2)37Dg[2]	FBal0008870	FBgn0002043	l(2)37Dg
l(1)G0148[EY07177]	unknown ID	-	-
fs(1)h[PA]	FBal0243545	FBgn0004656	fs(1)h
l(2)60A-K[P8-61]	FBal0098067	FBgn0027183	l(2)60A-K
bif[LH114]	FBal0064949	FBgn0014133	bif
l(1)5DEa[8-145]	FBal0043246	FBgn0015439	l(1)5DEa
wtw[clf]	FBal0018540	FBgn0004027	wtw
l(2)37Fb[7]	FBal0008916	FBgn0002049	l(2)37Fb
pll[10]	FBal0013864	FBgn0010441	pll
l(3)S110915[S110915]	FBal0129443	FBgn0060481	l(3)S110915
shn[05595]	FBal0044298	FBgn0003396	shn
l(4)102CDt[1]	FBal0011479	FBgn0004548	l(4)102CDt
l(3)S054910b[S054910b]	FBal0129779	FBgn0060808	l(3)S054910b
en::ftz[EFEDelta4.hs]	FBal0057496	FBgn0015386	en::ftz
l(3)L7251[L7251]	FBal0087028	FBgn0024571	l(3)L7251
y[R5]	FBal0018706	FBgn0004034	y
l(1)G0449[G0449]	FBal0102634	FBgn0029056	l(1)G0449
sn[EY10809]	FBal0158630	FBgn0003447	sn
l(3)85Ae[1]	FBal0010202	FBgn0002314	l(3)85Ae
v[Ee15]	FBal0059785	FBgn0003965	v
l(2)SH1918[SH1918]	FBal0143557	FBgn0065320	l(2)SH1918
ftz-f1[3L-150-38]	FBal0155291	FBgn0001078	ftz-f1
Sra-1[8.1]	FBal0152180	FBgn0038320	Sra-1
en[57]	FBal0003772	FBgn0000577	en
Top1[G0134]	FBal0103766	FBgn0004924	Top1
Aos1[N2]	FBal0276844	FBgn0029512	Aos1
Drice[Delta1A1]	FBal0244163	FBgn0019972	Drice
mei-41[A1]	FBal0012168	FBgn0004367	mei-41
l(3)S138815[S138815]	FBal0099882	FBgn0027978	l(3)S138815
SkpA[GD65]	FBal0297325	FBgn0025637	SkpA
dyn-p25[c02174]	unknown ID	-	-
insv[23I]	FBal0193100	FBgn0031434	insv
l(1)8Ae[7-49]	FBal0043273	FBgn0015447	l(1)8Ae
Dab[EY10190]	FBal0160638	FBgn0000414	Dab
Rdl[1]	FBal0030106	FBgn0004244	Rdl
mam[03505]	FBal0012060	FBgn0002643	mam
vn[M4]	FBal0030377	FBgn0003984	vn
l(3)95Ba[l6.3]	FBal0097987	FBgn0021780	l(3)95Ba
RhoGAP71E[j6B9]	FBal0028383	FBgn0036518	RhoGAP71E
CG30161[GD10010]	FBal0202493	FBgn0050161	CG30161
LpR1[Df]	FBal0256688	FBgn0066101	LpR1
comm[6]	FBal0051695	FBgn0010105	comm
Fpps[k06103]	FBal0064453	FBgn0025373	Fpps
en[58]	FBal0003773	FBgn0000577	en
gfzf[3]	FBal0010121	FBgn0250732	gfzf
cas[78]	FBal0032148	FBgn0004878	cas
l(1)dn6[1]	FBal0007487	FBgn0001629	l(1)dn6
EC2519[EC2519]	FBal0241946	FBgn0261736	EC2519
eya[E12]	FBal0030765	FBgn0000320	eya
CG3285[f03337]	FBal0161579	FBgn0031522	CG3285
unc-104[170]	FBal0241893	FBgn0267002	unc-104
frh[4]	FBal0004153	FBgn0000727	frh
ade3[4]	FBal0030470	FBgn0000053	ade3
CG9628[e00334]	FBal0160779	FBgn0036433	CG9628
l(1)Q18[1]	FBal0007698	FBgn0011065	l(1)Q18
her[1]	FBal0005441	FBgn0001185	her
Abl[1]	FBal0028708	FBgn0000017	Abl
l(3)89Dd[M175]	FBal0093935	FBgn0025766	l(3)89Dd
frh[6]	FBal0004155	FBgn0000727	frh
spno[1]	FBal0032770	FBgn0010172	spno
nst[16923]	FBal0267101	FBgn0036298	nst
syd[PL00426]	FBal0158592	FBgn0024187	syd
mew[114]	FBal0044180	FBgn0004456	mew
l(1)48B[MR]	FBal0057163	FBgn0019770	l(1)48B
l(2)k16210[k16210]	FBal0064060	FBgn0021821	l(2)k16210
ct[RA4]	FBal0002096	FBgn0004198	ct
l(1)10Ad[9]	FBal0005952	FBgn0001484	l(1)10Ad
Ubx[HC71-1.HC166D.Del.Rec]	FBal0119341	FBgn0003944	Ubx
l(2)08717[08717]	unknown ID	-	-
Mcm10[Scim19]	FBal0246784	FBgn0032929	Mcm10
Pka-C1[H2]	FBal0033960	FBgn0000273	Pka-C1
rib[unspecified]	FBal0086361	FBgn0003254	rib
raw[06825]	FBal0008117	FBgn0003209	raw
sog[Y506]	FBal0032753	FBgn0003463	sog
Fas3[Mhc.PC]	FBal0044817	FBgn0000636	Fas3
shakB[21]	FBal0015594	FBgn0085387	shakB
ash1[14]	FBal0000746	FBgn0005386	ash1
l(3)S082807[S082807]	FBal0129628	FBgn0060658	l(3)S082807
l(2)SH0484[SH0484]	FBal0143995	FBgn0065758	l(2)SH0484
l(3)s2500[s2500]	FBal0011154	FBgn0011028	l(3)s2500
l(3)S028113[S028113]	FBal0129958	FBgn0060986	l(3)S028113
l(2)SH0488[SH0488]	FBal0143993	FBgn0065756	l(2)SH0488
Dll[unspecified]	FBal0086875	FBgn0000157	Dll
CG32017[5-M72]	FBal0248824	FBgn0052017	CG32017
l(2)44Fa[14]	FBal0104577	FBgn0015466	l(2)44Fa
rtv[10]	FBal0014828	FBgn0261277	rtv
Wed[1]	FBal0197934	FBgn0086884	Wed
l(3)S082808b[S082808b]	FBal0129627	FBgn0060657	l(3)S082808b
l(3)S041316a[S041316a]	FBal0129906	FBgn0060935	l(3)S041316a
l(3)84Dc[3]	FBal0010138	FBgn0004201	l(3)84Dc
Rab6[D22A]	FBal0102900	FBgn0015797	Rab6
f[Ee5]	FBal0060408	FBgn0262111	f
dp[olvM]	unknown ID	-	-
sub[Dub]	FBal0033628	FBgn0003545	sub
brk[CMGM]	FBal0290699	FBgn0024250	brk
trn[28.4]	FBal0032903	FBgn0010452	trn
wb[3]	FBal0018443	FBgn0261563	wb
esg[k05907a]	FBal0101432	FBgn0001981	esg
hang[AE10]	FBal0155213	FBgn0026575	hang
l(1)v451[1]	FBal0007914	FBgn0005455	l(1)v451
Fs(2)Ket[49]	FBal0091818	FBgn0262743	Fs(2)Ket
P5CDh1[f04633]	FBal0185048	FBgn0037138	P5CDh1
ci[DRP]	FBal0030756	FBgn0004859	ci
trx[1]	FBal0017165	FBgn0003862	trx
27-25[27-25]	FBal0152815	FBgn0069068	27-25
Su(tor)2-15[1]	FBal0034045	FBgn0014043	Su(tor)2-15
Sin3A[DW1046]	FBal0103962	FBgn0022764	Sin3A
msn[03349]	FBal0009465	FBgn0010909	msn
kis[k09111]	FBal0043478	FBgn0266557	kis
gt[m102]	FBal0005251	FBgn0001150	gt
ras[PL66]	FBal0129129	FBgn0003204	ras
polo[06089]	FBal0043645	FBgn0003124	polo
nab[NP3537]	FBal0217953	FBgn0259986	nab
CG2974[f02346]	FBal0161889	FBgn0030178	CG2974
ifc[3]	FBal0005586	FBgn0001941	ifc
ap[Xa]	FBal0000663	FBgn0267978	ap
l(2)DB4[E3.2]	FBal0130148	FBgn0014256	l(2)DB4
sta[PL93]	FBal0129022	FBgn0003517	sta
RNaseMRP:RNA[EY08633]	FBal0265653	FBgn0065098	RNaseMRP:RNA
l(1)em1[em14]	FBal0117485	FBgn0041748	l(1)em1
Top3beta[EY06083]	FBal0159658	FBgn0026015	Top3beta
hay[nc2rv12]	FBal0031459	FBgn0001179	hay
hid[hid-H89]	FBal0045277	FBgn0003997	hid
Dyrk2[f04169]	FBal0158657	FBgn0016930	Dyrk2
Khc[1ts]	FBal0029873	FBgn0001308	Khc
en[9]	FBal0003724	FBgn0000577	en
Tip60[e02395]	FBal0161197	FBgn0026080	Tip60
cac[VA226]	FBal0006154	FBgn0263111	cac
InR[31]	FBal0042639	FBgn0013984	InR
bul[23a1]	FBal0045403	FBgn0000237	bul
kz[12]	FBal0005855	FBgn0001330	kz
RhoGDI[11]	FBal0215528	FBgn0036921	RhoGDI
l(3)S007934[S117505]	FBal0100194	FBgn0028218	l(3)S007934
dp[olvHC39]	unknown ID	-	-
eIF-4E[S099905]	FBal0100129	FBgn0015218	eIF-4E
l(2)46Cb[13]	FBal0039545	FBgn0014981	l(2)46Cb
Dpau\Sh[1]	FBal0053938	FBgn0018710	Dpau\Sh
Coprox[k10602b]	FBal0064202	FBgn0021944	Coprox
stv[3a]	FBal0190716	FBgn0086708	stv
l(3)05057[05057]	FBal0009524	FBgn0010854	l(3)05057
kz[11]	FBal0005854	FBgn0001330	kz
wupA[13193]	FBal0036018	FBgn0283471	wupA
CG5863[f05947]	FBal0161229	FBgn0038507	CG5863
2L-144-32[2L-144-32]	FBal0157544	FBgn0070055	2L-144-32
pod1[BG02604]	FBal0154742	FBgn0029903	pod1
CG1910[CC01491]	FBal0211632	FBgn0022349	CG1910
l(3)87Ej[2]	FBal0010536	FBgn0002362	l(3)87Ej
ash2[13]	FBal0000769	FBgn0000139	ash2
trr[EY06632]	FBal0158547	FBgn0023518	trr
l(3)80Ff[16]	FBal0010066	FBgn0002295	l(3)80Ff
ft[6]	FBal0004792	FBgn0001075	ft
CG2577[GD9794]	FBal0202318	FBgn0030384	CG2577
Egfr[tsla]	FBal0083481	FBgn0003731	Egfr
Rcc1[GD6989]	FBal0198834	FBgn0002638	Rcc1
sktl[Delta5]	FBal0094341	FBgn0016984	sktl
Dsim\ar[1]	FBal0053403	FBgn0018302	Dsim\ar
mnd[29]	FBal0012394	FBgn0002778	mnd
l(2)46Dg[987]	FBal0039573	FBgn0014991	l(2)46Dg
csw[KN27]	FBal0034378	FBgn0000382	csw
l(3)F19[1]	FBal0010864	FBgn0002423	l(3)F19
Cenp-C[Z3-4375]	FBal0296083	FBgn0266916	Cenp-C
v[Ee40]	FBal0059764	FBgn0003965	v
l(1)14Ag[EM2]	FBal0039482	FBgn0013497	l(1)14Ag
CG17002[EY08001]	FBal0162079	FBgn0033122	CG17002
CG13025[e03112]	FBal0160766	FBgn0036660	CG13025
BobA[f03024]	FBal0162765	FBgn0040487	BobA
Chd1[5]	FBal0220144	FBgn0250786	Chd1
Pabp2[Wee-P59]	FBal0156111	FBgn0005648	Pabp2
l(3)93Ba[5]	FBal0010707	FBgn0002379	l(3)93Ba
CG30016[f02466]	FBti0042127	FBgn0050016	CG30016
CG30016[f02466]	FBal0161884	FBgn0050016	CG30016
cato[536]	FBal0246023	FBgn0024249	cato
fa2h[e00486]	FBal0161835	FBgn0050502	fa2h
Hsc70Cb[1]	FBal0031852	FBgn0026418	Hsc70Cb
Mdh2[1]	FBal0246393	FBgn0262559	Mdh2
rgt[1]	FBal0014566	FBgn0003246	rgt
l(1)14Cc[XR20]	FBal0034829	FBgn0014196	l(1)14Cc
l(3)96Ff[1]	FBal0010768	FBgn0010148	l(3)96Ff
Su(Mir)2A2-1[2A2-1]	FBal0266769	FBgn0264281	Su(Mir)2A2-1
pnt[1]	FBal0013910	FBgn0003118	pnt
l(3)SH133[SH133]	FBal0143362	FBgn0065130	l(3)SH133
btl[S084401]	FBal0100374	FBgn0005592	btl
para[lk5]	FBal0013483	FBgn0264255	para
l(3)S083005b[S083005b]	FBal0129624	FBgn0060654	l(3)S083005b
Ata[1]	FBal0000793	FBgn0004977	Ata
l(3)91Fa[9]	FBal0010673	FBgn0002369	l(3)91Fa
N[nd-4]	FBal0012895	FBgn0004647	N
